id,invoice_item_id,invoice_id,line_number,item_code,description,quantity,unit,unit_price,discount,tax_rate,tax_amount,line_total,po_number,received_quantity,matching_status,notes
1804,INVREC00825-01,INVREC00825,1,MOO-001,Credit Risk Software,3,User,82987.57,0,10,24896.27,248962.7,PO-2023-0166,3,Matched,Successfully matched against PO.
1805,INVREC00825-02,INVREC00825,2,MOO-002,Financial Data Service,6,Month,37951.63,0,10,22770.98,227709.79,PO-2023-0166,6,Matched,Ready for payment.
1806,INVREC00826-01,INVREC00826,1,TIM-001,Bearings,34,Unit,3736.03,0,20,25405.02,127025.08,PO-2024-0099,29,Awaiting Approval,Pending goods receipt confirmation.
1807,INVREC00826-02,INVREC00826,2,TIM-002,Lubrication Systems,2,Unit,34199.06,0,20,13679.62,68398.12,PO-2024-0099,2,Awaiting Approval,Pending goods receipt confirmation.
1808,INVREC00827-01,INVREC00827,1,HPE-001,Server,4,Unit,56278.29,0,10,22511.32,225113.17,PO-2026-1188,4,Matched,Ready for payment.
1809,INVREC00827-02,INVREC00827,2,HPE-002,Storage Array,4,Unit,43291,0,10,17316.4,173163.98,PO-2026-1188,4,Matched,Ready for payment.
1810,INVREC00828-01,INVREC00828,1,QL-001,Domestic Freight,31,Pallet,1542.78,0,5,2391.3,47826.07,PO-2024-0311,31,Matched,Successfully matched against PO.
1811,INVREC00828-02,INVREC00828,2,QL-002,Courier Services,65,Package,847.91,0,5,2755.69,55113.85,PO-2024-0311,65,Matched,Goods receipt confirmed.
1812,INVREC00829-01,INVREC00829,1,VMW-001,vSphere License,12,CPU,13955.11,0,5,8373.07,167461.37,PO-2025-0061,12,Matched,Goods receipt confirmed.
1813,INVREC00829-02,INVREC00829,2,VMW-002,Support Services,2,Year,159749.34,15974.93,5,15974.93,319498.67,PO-2025-0061,2,Matched,Matched to purchase order.
1814,INVREC00830-01,INVREC00830,1,EMR-002,Valves & Actuators,14,Unit,10791.23,0,5,7553.86,151077.18,PO-2024-1257,14,Matched,Goods receipt confirmed.
1815,INVREC00830-02,INVREC00830,2,EMR-001,Process Control,2,Unit,158203.46,0,5,15820.35,316406.92,PO-2024-1257,2,Matched,Validated automatically.
1816,INVREC00831-01,INVREC00831,1,SIE-001,Industrial Automation,1,Unit,238263.14,0,5,11913.16,238263.14,PO-2023-0108,1,Matched,Validated automatically.
1817,INVREC00831-02,INVREC00831,2,SIE-002,Electrical Equipment,10,Unit,16201.89,0,5,8100.95,162018.94,PO-2023-0108,10,Matched,Matched to purchase order.
1818,INVREC00832-01,INVREC00832,1,PIN-002,Investment Services,1,Project,134014.64,0,5,6700.73,134014.64,PO-2026-1004,1,Matched,Three-way match completed.
1819,INVREC00832-02,INVREC00832,2,PIN-001,Financial Advisory,8,Hour,7899.24,0,5,3159.7,63193.9,PO-2026-1004,8,Matched,Successfully matched against PO.
1820,INVREC00833-01,INVREC00833,1,ABCD-200,Industrial Fasteners,29,Box,7493.13,0,10,21730.09,217300.87,PO-2024-1106,29,Matched,Successfully matched against PO.
1821,INVREC00833-02,INVREC00833,2,ABCD-300,Packaging Film,73,Roll,2940.86,0,10,21468.28,214682.78,PO-2024-1106,73,Matched,Three-way match completed.
1822,INVREC00834-01,INVREC00834,1,MS-AZ,Azure Subscription,1,Month,62036.91,0,5,3101.85,62036.91,PO-2026-0487,1,Matched,Goods receipt confirmed.
1823,INVREC00834-02,INVREC00834,2,MS-365,Microsoft 365 Business Premium,24,Seat,4317.91,0,5,5181.49,103629.83,PO-2026-0487,24,Matched,Matched to purchase order.
1824,INVREC00834-03,INVREC00834,3,MS-DYN,Dynamics 365 License,11,Seat,9420.89,0,5,5181.49,103629.83,PO-2026-0487,11,Matched,Ready for payment.
1825,INVREC00834-04,INVREC00834,4,MS-PBI,Power BI Pro,12,Seat,4347.28,0,5,2608.37,52167.4,PO-2026-0487,12,Matched,Successfully matched against PO.
1826,INVREC00835-01,INVREC00835,1,CAT-002,Spare Parts,6,Box,7333.52,0,5,2200.06,44001.13,PO-2023-0559,6,Matched,Goods receipt confirmed.
1827,INVREC00835-02,INVREC00835,2,CAT-001,Construction Equipment,3,Unit,17642.97,0,5,2646.45,52928.9,PO-2023-0559,3,Matched,Validated automatically.
1828,INVREC00836-01,INVREC00836,1,MCK-002,Market Research,1,Project,44295.82,0,10,4429.58,44295.82,PO-2023-0626,1,Matched,Ready for payment.
1829,INVREC00836-02,INVREC00836,2,MCK-001,Strategy Consulting,28,Hour,773.68,0,10,2166.29,21662.92,PO-2023-0626,28,Matched,Successfully matched against PO.
1830,INVREC00837-01,INVREC00837,1,GE-001,Power Generation,1,Unit,21151.01,0,18,3807.18,21151.01,PO-2023-0470,1,Matched,Ready for payment.
1831,INVREC00837-02,INVREC00837,2,GE-002,Medical Equipment,2,Unit,20078.13,0,18,7228.13,40156.27,PO-2023-0470,2,Matched,Ready for payment.
1832,INVREC00838-01,INVREC00838,1,ZF-001,Automotive Components,1,Unit,4945.11,0,0,0,4945.11,PO-2023-0689,1,Matched,Three-way match completed.
1833,INVREC00838-02,INVREC00838,2,ZF-002,Industrial Drives,3,Unit,1712.39,0,0,0,5137.16,PO-2023-0689,3,Matched,Matched to purchase order.
1834,INVREC00839-01,INVREC00839,1,IR-001,Compressed Air Systems,5,Unit,30342.99,6068.6,0,0,151714.95,PO-2025-0767,5,Matched,Goods receipt confirmed.
1835,INVREC00839-02,INVREC00839,2,IR-002,Air Tools,13,Unit,25462.65,0,0,0,331014.44,PO-2025-0767,13,Matched,Three-way match completed.
1836,INVREC00840-01,INVREC00840,1,BAI-002,Due Diligence,1,Project,50622.62,0,5,2531.13,50622.62,PO-2023-0433,1,Matched,Three-way match completed.
1837,INVREC00840-02,INVREC00840,2,BAI-001,Strategy Services,38,Hour,912.03,0,5,1732.85,34657.03,PO-2023-0433,38,Matched,Ready for payment.
1838,INVREC00841-01,INVREC00841,1,BOS-001,Hydraulic Systems,4,Unit,9356.56,0,5,1871.31,37426.24,PO-2024-1216,4,Matched,Goods receipt confirmed.
1839,INVREC00841-02,INVREC00841,2,BOS-002,Linear Motion,9,Unit,1687.5,0,5,759.37,15187.46,PO-2024-1216,9,Matched,Ready for payment.
1840,INVREC00842-01,INVREC00842,1,WMI-001,Waste Collection,3,Month,53684.17,0,18,28989.45,161052.5,PO-2026-0094,3,Matched,Validated automatically.
1841,INVREC00842-02,INVREC00842,2,WMI-002,Recycling Services,10,Month,18386.83,0,18,33096.29,183868.28,PO-2026-0094,10,Matched,Matched to purchase order.
1842,INVREC00843-01,INVREC00843,1,FED-001,Express Shipping,5,Shipment,28496.11,0,0,0,142480.54,PO-2025-1174,5,Matched,Goods receipt confirmed.
1843,INVREC00843-02,INVREC00843,2,FED-002,International Freight,2,Shipment,57639.86,0,0,0,115279.71,PO-2025-1174,2,Matched,Goods receipt confirmed.
1844,INVREC00844-01,INVREC00844,1,SNA-001,Hand Tools,8,Unit,22592.91,10844.6,18,30581.77,180743.3,PO-2024-0415,8,Matched,Successfully matched against PO.
1845,INVREC00844-02,INVREC00844,2,SNA-002,Diagnostic Equipment,3,Unit,97674.41,0,18,54696.21,293023.24,PO-2024-0415,3,Matched,Ready for payment.
1846,INVREC00845-01,INVREC00845,1,CHR-001,Freight Brokerage,4,Shipment,59331.6,0,18,42718.75,237326.41,PO-2026-0746,4,Matched,Matched to purchase order.
1847,INVREC00845-02,INVREC00845,2,CHR-002,Warehousing,94,Pallet,2372.66,0,18,40145.33,223029.63,PO-2026-0746,94,Matched,Successfully matched against PO.
1848,INVREC00846-01,INVREC00846,1,REP-001,Trash Removal,8,Month,17134.93,0,10,13707.95,137079.47,PO-2023-0600,6,Awaiting Approval,Pending goods receipt confirmation.
1849,INVREC00846-02,INVREC00846,2,REP-002,Dumpster Rental,1,Month,166987.71,0,10,16698.77,166987.71,PO-2023-0600,1,Awaiting Approval,Pending goods receipt confirmation.
1850,INVREC00847-01,INVREC00847,1,SNA-001,Hand Tools,12,Unit,17703.09,0,5,10621.85,212437.09,PO-2026-0562,12,Matched,Ready for payment.
1851,INVREC00847-02,INVREC00847,2,SNA-002,Diagnostic Equipment,4,Unit,29390.57,0,5,5878.11,117562.28,PO-2026-0562,4,Matched,Matched to purchase order.
1852,INVREC00848-01,INVREC00848,1,DEW-002,Power Tools,3,Unit,68748.15,0,18,37124,206244.45,PO-2026-0797,3,Awaiting Approval,Pending goods receipt confirmation.
1853,INVREC00848-02,INVREC00848,2,DEW-001,Construction Tools,3,Unit,72725.31,0,18,39271.67,218175.94,PO-2026-0797,2,Awaiting Approval,Pending goods receipt confirmation.
1854,INVREC00849-01,INVREC00849,1,GAT-002,Hydraulic Hose,300,Foot,1082.31,0,20,64938.89,324694.47,PO-2026-1066,300,Matched,Three-way match completed.
1855,INVREC00849-02,INVREC00849,2,GAT-001,Power Transmission Belts,26,Unit,6445.55,0,20,33516.85,167584.25,PO-2026-1066,26,Matched,Goods receipt confirmed.
1856,INVREC00850-01,INVREC00850,1,BAL-002,Drives,1,Unit,164167.1,0,18,29550.08,164167.1,PO-2026-0813,1,Matched,Validated automatically.
1857,INVREC00850-02,INVREC00850,2,BAL-001,Electric Motors,6,Unit,38696.53,0,18,41792.25,232179.19,PO-2026-0813,6,Matched,Matched to purchase order.
1858,INVREC00851-01,INVREC00851,1,CUM-001,Engine Parts,4,Unit,45806.96,0,18,32981.01,183227.82,PO-2025-1110,4,Matched,Validated automatically.
1859,INVREC00851-02,INVREC00851,2,CUM-002,Generators,3,Unit,32961.62,0,18,17799.27,98884.86,PO-2025-1110,3,Matched,Goods receipt confirmed.
1860,INVREC00852-01,INVREC00852,1,REG-001,Motion Control,3,Unit,13056.21,0,0,0,39168.64,PO-2024-1266,3,Matched,Three-way match completed.
1861,INVREC00852-02,INVREC00852,2,REG-002,Power Transmission,9,Unit,6979.74,0,0,0,62817.63,PO-2024-1266,9,Matched,Three-way match completed.
1862,INVREC00853-01,INVREC00853,1,SFS-002,Sales Cloud,38,User,5138.95,9764.01,5,9275.81,195280.16,PO-2023-0657,38,Matched,Matched to purchase order.
1863,INVREC00853-02,INVREC00853,2,SFS-001,CRM License,72,User,2101.36,0,5,8053.11,151298.14,PO-2023-0657,72,Matched,Validated automatically.
1864,INVREC00854-01,INVREC00854,1,SCH-001,Energy Management,1,System,133469.42,0,10,13346.94,133469.42,PO-2024-0043,1,Matched,Ready for payment.
1865,INVREC00854-02,INVREC00854,2,SCH-002,Electrical Components,30,Unit,5705.16,0,10,17115.49,171154.9,PO-2024-0043,30,Matched,Successfully matched against PO.
1866,INVREC00855-01,INVREC00855,1,ABB-001,Power Automation,2,Unit,103697.66,0,18,37331.16,207395.32,PO-2026-1088,2,Matched,Successfully matched against PO.
1867,INVREC00855-02,INVREC00855,2,ABB-002,Drives & Motors,4,Unit,70804.32,0,18,50979.11,283217.26,PO-2026-1088,4,Matched,Goods receipt confirmed.
1868,INVREC00856-01,INVREC00856,1,EY-002,Risk Consulting,26,Hour,4520.03,0,20,23504.14,117520.69,PO-2024-0262,26,Matched,Ready for payment.
1869,INVREC00856-02,INVREC00856,2,EY-001,Financial Audit,1,Project,107727.3,7540.91,20,21545.46,107727.3,PO-2024-0262,1,Matched,Ready for payment.
1870,INVREC00857-01,INVREC00857,1,LNV-001,ThinkPad Laptop,20,Unit,2926.37,0,18,10534.92,58527.33,PO-2023-1193,20,Matched,Validated automatically.
1871,INVREC00857-02,INVREC00857,2,LNV-002,Desktop,13,Unit,4968.99,0,18,11627.43,64596.83,PO-2023-1193,13,Matched,Validated automatically.
1872,INVREC00858-01,INVREC00858,1,SPG-002,Ratings Services,1,Project,55502.41,0,0,0,55502.41,PO-2026-1107,1,Matched,Three-way match completed.
1873,INVREC00858-02,INVREC00858,2,SPG-001,Market Data Subscription,6,Month,21880.76,0,0,0,131284.56,PO-2026-1107,6,Matched,Three-way match completed.
1874,INVREC00859-01,INVREC00859,1,MOD-001,Office Desk,5,Unit,30242.76,0,0,0,151213.81,PO-2026-1487,5,Matched,Validated automatically.
1875,INVREC00859-02,INVREC00859,2,MOD-002,Office Chair,6,Unit,22367.04,0,0,0,134202.25,PO-2026-1487,6,Matched,Goods receipt confirmed.
1876,INVREC00860-01,INVREC00860,1,GEN-002,Miscellaneous Supplies,30,Each,1682.32,5046.95,5,2271.13,50469.5,PO-2026-0474,30,Matched,Successfully matched against PO.
1877,INVREC00860-02,INVREC00860,2,GEN-001,General Services,10,Hour,4698.88,0,5,2601.79,46988.84,PO-2026-0474,10,Matched,Three-way match completed.
1878,INVREC00861-01,INVREC00861,1,SFS-002,Sales Cloud,28,User,3725.25,0,20,20861.38,104306.88,PO-2023-0718,28,Matched,Ready for payment.
1879,INVREC00861-02,INVREC00861,2,SFS-001,CRM License,41,User,6235.47,0,20,51130.82,255654.12,PO-2023-0718,41,Matched,Successfully matched against PO.
1880,INVREC00862-01,INVREC00862,1,WMI-001,Waste Collection,6,Month,38410.24,0,20,46092.29,230461.46,PO-2024-0267,6,Matched,Goods receipt confirmed.
1881,INVREC00862-02,INVREC00862,2,WMI-002,Recycling Services,8,Month,25491.69,0,20,40786.7,203933.52,PO-2024-0267,8,Matched,Successfully matched against PO.
1882,INVREC00863-01,INVREC00863,1,CMX-001,Broadband Internet,10,Month,17405.95,0,0,0,174059.54,PO-2023-1207,10,Matched,Matched to purchase order.
1883,INVREC00863-02,INVREC00863,2,CMX-002,Voice Services,39,Line,3595.25,0,0,0,140214.63,PO-2023-1207,39,Matched,Ready for payment.
1884,INVREC00864-01,INVREC00864,1,KMB-001,Paper Towels,29,Case,2977.29,0,0,0,86341.28,PO-2026-1013,29,Matched,Goods receipt confirmed.
1885,INVREC00864-02,INVREC00864,2,KMB-002,Sanitary Products,17,Case,2701.54,0,0,0,45926.21,PO-2026-1013,17,Matched,Three-way match completed.
1886,INVREC00865-01,INVREC00865,1,GAT-002,Hydraulic Hose,354,Foot,459.21,0,0,0,162560.7,PO-2024-0501,354,Matched,Three-way match completed.
1887,INVREC00865-02,INVREC00865,2,GAT-001,Power Transmission Belts,47,Unit,2587.45,0,0,0,121610.29,PO-2024-0501,47,Matched,Three-way match completed.
1888,INVREC00866-01,INVREC00866,1,WWG-002,HVAC Parts,11,Unit,14570.79,0,10,16027.86,160278.64,PO-2023-1341,11,Matched,Ready for payment.
1889,INVREC00866-02,INVREC00866,2,WWG-001,MRO Supplies,23,Box,7131.96,0,10,16403.52,164035.18,PO-2023-1341,23,Matched,Matched to purchase order.
1890,INVREC00867-01,INVREC00867,1,MAK-002,Accessories,30,Box,4892.2,0,0,0,146766.1,PO-2026-0210,29,Awaiting Approval,Pending goods receipt confirmation.
1891,INVREC00867-02,INVREC00867,2,MAK-001,Power Tools,7,Unit,34944.31,0,0,0,244610.16,PO-2026-0210,6,Awaiting Approval,Pending goods receipt confirmation.
1892,INVREC00868-01,INVREC00868,1,HIL-001,Power Tools,10,Unit,3890.74,0,0,0,38907.39,PO-2024-0077,10,Matched,Successfully matched against PO.
1893,INVREC00868-02,INVREC00868,2,HIL-002,Anchoring Systems,7,Box,7236.15,0,0,0,50653.02,PO-2024-0077,7,Matched,Goods receipt confirmed.
1894,INVREC00869-01,INVREC00869,1,HON-001,Safety Systems,2,System,29316.7,0,5,2931.67,58633.4,PO-2026-1099,2,Matched,Goods receipt confirmed.
1895,INVREC00869-02,INVREC00869,2,HON-002,Thermostats & Controls,39,Unit,2110.06,0,5,4114.63,82292.5,PO-2026-1099,39,Matched,Validated automatically.
1896,INVREC00870-01,INVREC00870,1,VMW-002,Support Services,2,Year,40354.5,0,20,16141.8,80708.99,PO-2025-0131,2,Matched,Ready for payment.
1897,INVREC00870-02,INVREC00870,2,VMW-001,vSphere License,11,CPU,11439.69,0,20,25167.32,125836.6,PO-2025-0131,11,Matched,Goods receipt confirmed.
1898,INVREC00871-01,INVREC00871,1,MOD-001,Office Desk,2,Unit,22617.78,2714.13,20,8504.29,45235.56,PO-2023-1316,2,Matched,Validated automatically.
1899,INVREC00871-02,INVREC00871,2,MOD-002,Office Chair,12,Unit,2337.17,0,20,6152.03,28046.04,PO-2023-1316,12,Matched,Ready for payment.
1900,INVREC00872-01,INVREC00872,1,JCI-001,HVAC System,2,Unit,102967.51,0,0,0,205935.02,PO-2026-0234,2,Matched,Matched to purchase order.
1901,INVREC00872-02,INVREC00872,2,JCI-002,Building Automation,2,System,112328.2,0,0,0,224656.39,PO-2026-0234,2,Matched,Validated automatically.
1902,INVREC00873-01,INVREC00873,1,SNA-001,Hand Tools,12,Unit,28091.93,0,18,60678.56,337103.12,PO-2024-0415,12,Matched,Ready for payment.
1903,INVREC00873-02,INVREC00873,2,SNA-002,Diagnostic Equipment,2,Unit,68331.71,0,18,24599.42,136663.42,PO-2024-0415,2,Matched,Three-way match completed.
1904,INVREC00874-01,INVREC00874,1,WWG-002,HVAC Parts,11,Unit,14089.26,0,10,15498.18,154981.83,PO-2023-1341,11,Matched,Validated automatically.
1905,INVREC00874-02,INVREC00874,2,WWG-001,MRO Supplies,19,Box,8912.21,0,10,16933.2,169331.99,PO-2023-1341,19,Matched,Successfully matched against PO.
1906,INVREC00875-01,INVREC00875,1,MOO-002,Financial Data Service,6,Month,21397.49,0,20,25676.99,128384.95,PO-2025-1256,6,Matched,Goods receipt confirmed.
1907,INVREC00875-02,INVREC00875,2,MOO-001,Credit Risk Software,1,User,152007.78,0,20,30401.56,152007.78,PO-2025-1256,1,Matched,Three-way match completed.
1908,INVREC00876-01,INVREC00876,1,GOO-001,Commercial Tires,26,Unit,7440.81,0,18,34823.01,193461.17,PO-2025-0466,24,Awaiting Approval,Pending goods receipt confirmation.
1909,INVREC00876-02,INVREC00876,2,GOO-002,Retread Services,13,Unit,12906.19,0,18,30200.49,167780.48,PO-2025-0466,12,Awaiting Approval,Pending goods receipt confirmation.
1910,INVREC00877-01,INVREC00877,1,ZF-001,Automotive Components,3,Unit,45105.12,0,18,24356.76,135315.35,PO-2025-1450,3,Matched,Matched to purchase order.
1911,INVREC00877-02,INVREC00877,2,ZF-002,Industrial Drives,3,Unit,16601.19,0,18,8964.64,49803.56,PO-2025-1450,3,Matched,Matched to purchase order.
1912,INVREC00878-01,INVREC00878,1,REG-001,Motion Control,2,Unit,23901.22,0,18,8604.44,47802.43,PO-2024-0666,2,Matched,Ready for payment.
1913,INVREC00878-02,INVREC00878,2,REG-002,Power Transmission,5,Unit,12167.89,0,18,10951.1,60839.46,PO-2024-0666,5,Matched,Successfully matched against PO.
1914,INVREC00879-01,INVREC00879,1,CIN-001,Uniforms Rental,25,Month,6869.16,0,5,8586.45,171729.08,PO-2024-1304,25,Matched,Ready for payment.
1915,INVREC00879-02,INVREC00879,2,CIN-002,Floor Mats,22,Month,4170.26,0,5,4587.28,91745.68,PO-2024-1304,22,Matched,Ready for payment.
1916,INVREC00880-01,INVREC00880,1,CIN-002,Floor Mats,28,Month,4823.4,0,10,13505.52,135055.17,PO-2025-0988,28,Matched,Ready for payment.
1917,INVREC00880-02,INVREC00880,2,CIN-001,Uniforms Rental,59,Month,3104.36,0,10,18315.7,183157.02,PO-2025-0988,59,Matched,Successfully matched against PO.
1918,INVREC00881-01,INVREC00881,1,REG-002,Power Transmission,2,Unit,4369.27,0,10,873.86,8738.55,PO-2025-1001,2,Matched,Ready for payment.
1919,INVREC00881-02,INVREC00881,2,REG-001,Motion Control,1,Unit,9074.65,0,10,907.47,9074.65,PO-2025-1001,1,Matched,Three-way match completed.
1920,INVREC00882-01,INVREC00882,1,NH-002,Market Analysis,1,Project,268589.83,0,5,13429.49,268589.83,PO-2024-0701,1,Matched,Goods receipt confirmed.
1921,INVREC00882-02,INVREC00882,2,NH-001,Strategic Consulting,26,Hour,8414.26,0,5,10938.54,218770.74,PO-2024-0701,26,Matched,Successfully matched against PO.
1922,INVREC00883-01,INVREC00883,1,SKF-001,Industrial Bearings,31,Unit,4834.98,0,18,26979.21,149884.51,PO-2023-0065,31,Matched,Validated automatically.
1923,INVREC00883-02,INVREC00883,2,SKF-002,Seals,4,Box,21210.07,0,18,15271.25,84840.29,PO-2023-0065,4,Matched,Validated automatically.
1924,INVREC00884-01,INVREC00884,1,CBRE-001,Commercial Real Estate,1,Project,102701.28,0,0,0,102701.28,PO-2024-0889,1,Matched,Ready for payment.
1925,INVREC00884-02,INVREC00884,2,CBRE-002,Property Valuation,1,Project,131066.39,0,0,0,131066.39,PO-2024-0889,1,Matched,Successfully matched against PO.
1926,INVREC00885-01,INVREC00885,1,QL-001,Domestic Freight,47,Pallet,753.33,0,10,3540.63,35406.33,PO-2024-1138,47,Matched,Successfully matched against PO.
1927,INVREC00885-02,INVREC00885,2,QL-002,Courier Services,38,Package,644.52,2204.24,10,2449.16,24491.6,PO-2024-1138,38,Matched,Ready for payment.
1928,INVREC00886-01,INVREC00886,1,FTI-002,Expert Witness Services,1,Project,107500.42,0,5,5375.02,107500.42,PO-2023-1083,1,Matched,Three-way match completed.
1929,INVREC00886-02,INVREC00886,2,FTI-001,Forensic Accounting,10,Hour,12978.71,0,5,6489.36,129787.1,PO-2023-1083,10,Matched,Goods receipt confirmed.
1930,INVREC00887-01,INVREC00887,1,SPE-002,Phone Services,17,Line,1548.41,0,0,0,26322.99,PO-2024-0044,16,Awaiting Approval,Pending goods receipt confirmation.
1931,INVREC00887-02,INVREC00887,2,SPE-001,Cable Services,12,Month,1329.97,0,0,0,15959.61,PO-2024-0044,9,Awaiting Approval,Pending goods receipt confirmation.
1932,INVREC00888-01,INVREC00888,1,TIM-001,Bearings,34,Unit,2837.8,0,20,19297.02,96485.09,PO-2024-0099,34,Matched,Goods receipt confirmed.
1933,INVREC00888-02,INVREC00888,2,TIM-002,Lubrication Systems,8,Unit,12367.26,0,20,19787.62,98938.11,PO-2024-0099,8,Matched,Goods receipt confirmed.
1934,INVREC00889-01,INVREC00889,1,MIC-002,Fleet Services,5,Month,16687.57,3337.51,5,4005.02,83437.85,PO-2024-1242,5,Matched,Ready for payment.
1935,INVREC00889-02,INVREC00889,2,MIC-001,Truck Tires,35,Unit,3135.4,0,5,5653.82,109738.92,PO-2024-1242,35,Matched,Ready for payment.
1936,INVREC00890-01,INVREC00890,1,HPE-002,Storage Array,3,Unit,27005.41,5671.14,0,0,81016.22,PO-2025-1456,3,Matched,Successfully matched against PO.
1937,INVREC00890-02,INVREC00890,2,HPE-001,Server,10,Unit,9786.12,0,0,0,97861.18,PO-2025-1456,10,Matched,Validated automatically.
1938,INVREC00891-01,INVREC00891,1,CIN-001,Uniforms Rental,90,Month,578.51,0,20,10413.11,52065.56,PO-2024-1363,90,Matched,Matched to purchase order.
1939,INVREC00891-02,INVREC00891,2,CIN-002,Floor Mats,38,Month,725.37,0,20,5512.82,27564.12,PO-2024-1363,38,Matched,Validated automatically.
1940,INVREC00892-01,INVREC00892,1,GE-001,Power Generation,1,Unit,90602.86,0,10,9060.29,90602.86,PO-2023-1230,1,Matched,Successfully matched against PO.
1941,INVREC00892-02,INVREC00892,2,GE-002,Medical Equipment,2,Unit,61631.01,11093.58,10,12326.2,123262.02,PO-2023-1230,2,Matched,Matched to purchase order.
1942,INVREC00893-01,INVREC00893,1,MIC-001,Truck Tires,37,Unit,8509.32,0,10,31484.48,314844.8,PO-2024-1320,37,Matched,Ready for payment.
